0	0.045225
0	0.0483652
0	0.0363933
0	0.0360007
0	0.0434587
0	0.0442437
0	0.0442437
0	0.0464026
0	0.0462063
0	0.0440474
9.96E-05	0.0464026
0.000896742	0.0448325
0.010462	0.0487577
0.0134511	0.049739
0.0206251	0.0597483
0.0219204	0.0603371
0.0321831	0.0630848
0.0369657	0.0685801
0.0434422	0.0732903
0.0544023	0.076823
0.064964	0.085066
0.0758245	0.0905613
0.0873825	0.0960566
0.0979442	0.0999818
0.100535	0.100767
0.108805	0.105477
0.118868	0.104692
0.129729	0.113524
0.141187	0.119019
0.152845	0.127851
0.158823	0.130795
0.165001	0.133935
0.176758	0.141393
0.188714	0.147281
0.191903	0.147673
0.201368	0.157879
0.212926	0.167103
0.221695	0.172991
0.224484	0.176131
0.237039	0.186533
0.249095	0.193598
0.255173	0.196542
0.260653	0.194776
0.273706	0.201841
0.285363	0.207729
0.296622	0.216561
0.309675	0.223234
0.318044	0.225
0.321133	0.227748
0.332592	0.235402
0.345545	0.237953
0.348334	0.24129
0.356804	0.245607
0.368561	0.246589
0.381315	0.255617
0.392673	0.262486
0.40473	0.272299
0.414594	0.279168
0.417583	0.28172
0.428344	0.283878
0.4405	0.294869
0.446876	0.297617
0.453652	0.303897
0.464712	0.306252
0.477067	0.311551
0.479956	0.312336
0.48992	0.322346
0.500781	0.325878
0.510047	0.33471
0.512737	0.335299
0.52559	0.340009
0.536351	0.343149
0.543426	0.348056
0.546514	0.351196
0.557774	0.35728
0.569332	0.363168
0.572221	0.363364
0.582185	0.369056
0.594241	0.368859
0.6055	0.375532
0.617955	0.382794
0.629911	0.389859
0.635989	0.392018
0.64137	0.392803
0.651433	0.398495
0.662792	0.405953
0.669767	0.410467
0.672855	0.413018
0.684214	0.414196
0.695673	0.416355
0.702149	0.418121
0.708725	0.423616
0.719984	0.428523
0.731542	0.434018
0.734631	0.433429
0.744694	0.439906
0.755754	0.441083
0.764821	0.447756
0.767611	0.449523
0.780365	0.455607
0.791823	0.458943
0.7983	0.465027
0.80378	0.467186
0.816434	0.474055
0.827195	0.479943
0.839649	0.486223
0.849713	0.49113
0.860474	0.491915
0.870537	0.49584
0.882394	0.494859
0.891262	0.500943
0.893653	0.502121
0.906407	0.510364
0.918264	0.512326
0.92484	0.518214
0.929623	0.516448
0.942476	0.527438
0.953735	0.532345
0.965492	0.537644
0.978047	0.543335
0.986715	0.544709
0.989904	0.546279
1.00166	0.554522
1.01412	0.559821
1.0195	0.561391
1.02547	0.562373
1.03743	0.562765
1.05038	0.569831
1.05327	0.570812
1.06194	0.572775
1.0744	0.581017
1.08635	0.586317
1.09771	0.590242
1.11027	0.598288
1.11585	0.601036
1.12212	0.604373
1.13358	0.606139
1.14364	0.611242
1.14893	0.612812
1.1548	0.615167
1.16646	0.622821
1.17653	0.626354
1.17941	0.627728
1.18759	0.629887
1.19984	0.635578
1.21249	0.643036
1.22316	0.645195
1.23571	0.653242
1.24169	0.654027
1.24866	0.657363
1.25962	0.66384
1.27218	0.669139
1.27507	0.669335
1.28473	0.673653
1.29559	0.677578
1.30785	0.681896
1.3207	0.684447
1.33126	0.687195
1.34153	0.692886
1.35279	0.694456
1.36444	0.699559
1.37022	0.701914
1.3771	0.708587
1.38895	0.714475
1.40061	0.723895
1.4034	0.724484
1.41307	0.730176
1.42472	0.732924
1.43409	0.738811
1.43658	0.738223
1.44923	0.744307
1.46099	0.748428
1.46787	0.751568
1.47325	0.75255
1.4854	0.759811
1.49686	0.762166
1.50922	0.766484
1.52117	0.770017
1.52954	0.775708
1.53263	0.777082
1.54519	0.784148
1.55704	0.787288
1.56003	0.790232
1.5685	0.791998
1.58096	0.800634
1.59321	0.803774
1.60487	0.807306
1.61673	0.812998
1.62549	0.814961
1.62888	0.817905
1.64074	0.82026
1.65329	0.826344
1.65857	0.827718
1.66525	0.833802
1.67721	0.839689
1.68926	0.846559
1.69175	0.848129
1.70142	0.847736
1.71278	0.85539
1.72244	0.860493
1.72483	0.862652
1.73719	0.865988
1.74875	0.867362
1.75502	0.870502
1.7608	0.876194
1.77256	0.875409
1.78462	0.877764
1.79707	0.887185
1.80903	0.89268
1.8175	0.894643
1.82059	0.894839
1.83294	0.902689
1.8452	0.909558
1.84828	0.913091
1.85675	0.913876
1.86682	0.915446
1.87808	0.918979
1.88127	0.921334
1.88963	0.929184
1.90289	0.937035
1.91375	0.940568
1.9255	0.943708
1.93846	0.950773
1.94683	0.953128
1.94982	0.950969
1.96167	0.96039
1.97463	0.965885
1.97742	0.966867
1.98589	0.970007
1.99774	0.971969
2.0105	0.979231
2.02116	0.977268
2.03361	0.98139
2.03999	0.983156
2.04686	0.988259
2.05752	0.997091
2.06998	1.00023
2.07287	1.00062
2.08293	1.00514
2.09369	1.00749
2.10336	1.01201
2.10595	1.01142
2.1185	1.01397
2.12916	1.01652
2.13614	1.02143
2.13963	1.02476
2.15089	1.02496
2.16234	1.02869
2.16513	1.0283
2.175	1.03458
2.18705	1.03713
2.19851	1.04046
2.21097	1.04753
2.22292	1.05263
2.22631	1.05558
2.23179	1.05715
2.23438	1.05675
2.24734	1.06205
2.25919	1.06088
2.26587	1.06598
2.27105	1.06873
2.2834	1.07206
2.29526	1.07442
2.29875	1.07501
2.30702	1.08168
2.31897	1.08678
2.32754	1.09208
2.33083	1.0913
2.34309	1.0962
2.35504	1.09895
2.36042	1.09895
2.3667	1.09954
2.37886	1.10366
2.39131	1.10994
2.40287	1.11053
2.41463	1.11524
2.4235	1.11858
2.42688	1.12113
2.43904	1.12643
2.45109	1.13624
