% Model:              Cylindrical_4inch.mph
% Version:            COMSOL 5.2.0.166
% Date:               Aug 12 2020, 02:37
% Dimension:          1
% Nodes:              437
% Expressions:        1
% Description:        Line graph
% cln4x                   Height
0                         12.844222747039804
0.708647322757443         12.83490990508204
1.4172946455148718        12.836667892918985
2.125941968272315         12.832020640568999
2.8345892910297437        12.820968148032089
3.543236613787215         12.803510415308246
4.251883936544601         12.779647442397474
4.9605312593020585        12.755280069640545
5.669945105354799         12.717906347618179
6.3793589514075535        12.667055875771213
7.088772797460294         12.610408908239007
7.79818664351302          12.547965445021562
8.507600489565817         12.479725486118863
9.21701433561853          12.405689031530928
9.926428181671298         12.325856081257744
10.636609380145046        12.230196432418397
11.346790578618823        12.129324226995866
12.056971777092556        12.024837269141303
12.767152975566347        11.916735558854695
13.477334174040124        11.80501909613605
14.1875153725139          11.689687880985376
14.897696570987662        11.570741913402664
15.60852723271418         11.435694165531954
16.3193578944407          11.301699746273888
17.030188556167204        11.16586246936803
17.741019217893722        11.028182334814346
18.451849879620212        10.888659342612868
19.162680541346703        10.747293492763593
19.873511203073207        10.604084785266505
20.584607499170446        10.44562539213376
21.295703795267713        10.29261218943202
22.006800091364923        10.13935102947356
22.71789638746216         9.985841912258369
23.428992683559443        9.832084837786432
24.140088979656667        9.678079806057779
24.85118527575392         9.516288455123554
25.562281571851173        9.357081469240638
26.273377867948398        9.198767867946927
26.984474164045622        9.04134765124242
27.695570460142875        8.884820819127125
28.406666756240128        8.729187371601036
29.117763052337352        8.574447308664158
29.828859348434605        8.42060063031648
30.539955644531858        8.256929010950001
31.25105194062911         8.103226960000832
31.962148236726335        7.951122400065599
32.67324453282356         7.800615331144298
33.38434082892087         7.651705753236908
34.095437125018066        7.504393666343472
34.80653342111532         7.358679070463956
35.51762971721257         7.205439862014659
36.228726013309824        7.06274693395158
36.93982230940705         6.921995027784835
37.6509186055043          6.783184143514347
38.362014901601555        6.6463142811401665
39.07311119769878         6.511385440662287
39.784207493796           6.378397622080702
40.495303789893256        6.239866774485198
41.20640008599054         6.1114866934731635
41.91749638208776         5.985132398201103
42.628592678185015        5.86080388866902
43.339688974282296        5.738501164876902
44.05078527037949         5.618224226824783
44.761881566476745        5.49997307451262
45.47297786257397         5.377635585567435
46.184074158671194        5.264673856908427
46.89517045476842         5.153656016644332
47.60626675086564         5.044582064775156
48.317363046962924        4.937452001300897
49.02845934306012         4.832265826221571
49.7395556391574          4.72244772063047
50.450651935254626        4.622761627621011
51.16174823135188         4.524852849345346
51.872844527449104        4.428721385803467
52.58394082354633         4.33436723699539
53.29503711964361         4.241790402921106
54.006133415740834        4.150990883580616
54.71722971183809         4.061968678973914
55.42832600793531         3.9706535101001
56.139422304032564        3.886661308553968
56.85051860012979         3.804241718771371
57.56161489622704         3.7233947407522994
58.27271119232432         3.6441203744967523
58.98380748842155         3.5664186200047405
59.6949037845188          3.490289477276255
60.406000080616025        3.4123848547454623
61.11709637671328         3.340788600832423
61.8281926728105          3.2705550402242123
62.53928896890773         3.201684172920802
63.250385265005036        3.1341759989222027
63.96148156110226         3.068030518228425
64.67257785719951         3.003247730839459
65.38367415329674         2.937053727110826
66.09477044939402         2.8762474198364245
66.80586674549124         2.8166056149679397
67.5169630415885          2.7581283125053617
